Name,x,points
,0.0,0.0
,0.2,0.06201550387596899
,0.4,0.12403100775193798
,0.6,0.18604651162790697
,0.8,0.24806201550387597
,1.0,1.0
,0.0,0.0
,0.2,0.03840245775729647
,0.4,0.07680491551459294
,0.6,0.1152073732718894
,0.8,0.2012288786482335
,1.0,1.0
,0.0,0.0
,0.2,0.04522613065326633
,0.4,0.09045226130653267
,0.6,0.135678391959799
,0.8,0.18090452261306533
,1.0,1.0
,0.0,0.0
,0.2,0.07291666666666667
,0.4,0.14583333333333334
,0.6,0.21875
,0.8,0.2916666666666667
,1.0,1.0
,0.0,0.0
,0.2,0.09345794392523364
,0.4,0.18691588785046728
,0.6,0.2803738317757009
,0.8,0.4205607476635514
,1.0,1.0
,0.0,0.0
,0.2,0.05154639175257732
,0.4,0.10309278350515463
,0.6,0.15463917525773196
,0.8,0.20618556701030927
,1.0,1.0
,0.0,0.0
,0.2,0.036458333333333336
,0.4,0.07291666666666667
,0.6,0.109375
,0.8,0.14583333333333334
,1.0,1.0
,0.0,0.0
,0.2,0.07291666666666667
,0.4,0.14583333333333334
,0.6,0.21875
,0.8,0.3020833333333333
,1.0,1.0
,0.0,0.0
,0.2,0.05747126436781609
,0.4,0.11494252873563218
,0.6,0.1724137931034483
,0.8,0.2413793103448276
,1.0,1.0
,0.0,0.0
,0.2,0.10526315789473684
,0.4,0.21052631578947367
,0.6,0.3157894736842105
,0.8,0.45263157894736844
,1.0,1.0
,0.0,0.0
,0.2,0.11224489795918367
,0.4,0.22448979591836735
,0.6,0.336734693877551
,0.8,0.4489795918367347
,1.0,1.0
,0.0,0.0
,0.2,0.10416666666666667
,0.4,0.20833333333333334
,0.6,0.3125
,0.8,0.4479166666666667
,1.0,1.0
,0.0,0.0
,0.2,0.04861111111111111
,0.4,0.09722222222222222
,0.6,0.14583333333333334
,0.8,0.20833333333333334
,1.0,1.0
,0.0,0.0
,0.2,0.07744107744107744
,0.4,0.15488215488215487
,0.6,0.23232323232323232
,0.8,0.30976430976430974
,1.0,1.0
,0.0,0.0
,0.2,0.047619047619047616
,0.4,0.09523809523809523
,0.6,0.14285714285714285
,0.8,0.19668737060041408
,1.0,1.0
,0.0,0.0
,0.2,0.0707070707070707
,0.4,0.1414141414141414
,0.6,0.21212121212121213
,0.8,0.2828282828282828
,1.0,1.0
,0.0,0.0
,0.2,0.05574912891986063
,0.4,0.11149825783972125
,0.6,0.1672473867595819
,0.8,0.25435540069686413
,1.0,1.0
,0.0,0.0
,0.2,0.0392156862745098
,0.4,0.0784313725490196
,0.6,0.11764705882352941
,0.8,0.1568627450980392
,1.0,1.0
,0.0,0.0
,0.2,0.08163265306122448
,0.4,0.16326530612244897
,0.6,0.24489795918367346
,0.8,0.32653061224489793
,1.0,1.0
,0.0,0.0
,0.2,0.08163265306122448
,0.4,0.16326530612244897
,0.6,0.24489795918367346
,0.8,0.32653061224489793
,1.0,1.0
,0.0,0.0
,0.2,0.005
,0.4,0.01
,0.6,0.017
,0.8,0.037
,1.0,1.0
,0.0,0.0
,0.2,0.08771929824561403
,0.4,0.17543859649122806
,0.6,0.2631578947368421
,0.8,0.38596491228070173
,1.0,1.0
,0.0,0.0
,0.2,0.02631578947368421
,0.4,0.05263157894736842
,0.6,0.07894736842105263
,0.8,0.1368421052631579
,1.0,1.0
,0.0,0.0
,0.2,0.07432432432432433
,0.4,0.14864864864864866
,0.6,0.22297297297297297
,0.8,0.31756756756756754
,1.0,1.0
,0.0,0.0
,0.2,0.06382978723404255
,0.4,0.1276595744680851
,0.6,0.19148936170212766
,0.8,0.2765957446808511
,1.0,1.0
,0.0,0.0
,0.2,0.1134020618556701
,0.4,0.2268041237113402
,0.6,0.3402061855670103
,0.8,0.4536082474226804
,1.0,1.0
,0.0,0.0
,0.2,0.03870967741935484
,0.4,0.07741935483870968
,0.6,0.11612903225806452
,0.8,0.1870967741935484
,1.0,1.0
,0.0,0.0
,0.2,0.05405405405405406
,0.4,0.10810810810810811
,0.6,0.16216216216216217
,0.8,0.25225225225225223
,1.0,1.0
,0.0,0.0
,0.2,0.03305785123966942
,0.4,0.06611570247933884
,0.6,0.09917355371900827
,0.8,0.1652892561983471
,1.0,1.0
,0.0,0.0
,0.2,0.06060606060606061
,0.4,0.12121212121212122
,0.6,0.18181818181818182
,0.8,0.36363636363636365
,1.0,1.0
,0.0,0.0
,0.2,0.05
,0.4,0.1
,0.6,0.15
,0.8,0.22
,1.0,1.0
,0.0,0.0
,0.2,0.10084033613445378
,0.4,0.20168067226890757
,0.6,0.3025210084033613
,0.8,0.4117647058823529
,1.0,1.0
,0.0,0.0
,0.2,0.061224489795918366
,0.4,0.12244897959183673
,0.6,0.1836734693877551
,0.8,0.24489795918367346
,1.0,1.0
