,Name,x,points
0,,0.0,0.0
1,,0.2,0.16666666666666666
2,,0.4,0.3333333333333333
3,,0.6,0.5
4,,0.8,0.6666666666666666
5,,1.0,1.0
6,,0.0,0.0
7,,0.2,0.07342657342657342
8,,0.4,0.14685314685314685
9,,0.6,0.2202797202797203
10,,0.8,0.3041958041958042
11,,1.0,1.0
12,,0.0,0.0
13,,0.2,0.03621730382293763
14,,0.4,0.07243460764587525
15,,0.6,0.10865191146881288
16,,0.8,0.1529175050301811
17,,1.0,1.0
18,,0.0,0.0
19,,0.2,0.07216494845360824
20,,0.4,0.14432989690721648
21,,0.6,0.21649484536082475
22,,0.8,0.28865979381443296
23,,1.0,1.0
24,,0.0,0.0
25,,0.2,0.2
26,,0.4,0.4
27,,0.6,0.6
28,,0.8,0.8
29,,1.0,1.0
30,,0.0,0.0
31,,0.2,0.08421052631578947
32,,0.4,0.16842105263157894
33,,0.6,0.25263157894736843
34,,0.8,0.3684210526315789
35,,1.0,1.0
36,,0.0,0.0
37,,0.2,0.06315789473684211
38,,0.4,0.12631578947368421
39,,0.6,0.18947368421052632
40,,0.8,0.2631578947368421
41,,1.0,1.0
42,,0.0,0.0
43,,0.2,0.19047619047619047
44,,0.4,0.38095238095238093
45,,0.6,0.5714285714285714
46,,0.8,0.7619047619047619
47,,1.0,1.0
48,,0.0,0.0
49,,0.2,0.06201550387596899
50,,0.4,0.12403100775193798
51,,0.6,0.18604651162790697
52,,0.8,0.24806201550387597
53,,1.0,1.0
54,,0.0,0.0
55,,0.2,0.14678899082568808
56,,0.4,0.29357798165137616
57,,0.6,0.44036697247706424
58,,0.8,0.5871559633027523
59,,1.0,1.0
60,,0.0,0.0
61,,0.2,0.02414486921529175
62,,0.4,0.0482897384305835
63,,0.6,0.07243460764587525
64,,0.8,0.11468812877263582
65,,1.0,1.0
66,,0.0,0.0
67,,0.2,0.04157043879907621
68,,0.4,0.08314087759815242
69,,0.6,0.12471131639722864
70,,0.8,0.19861431870669746
71,,1.0,1.0
72,,0.0,0.0
73,,0.2,0.07738095238095238
74,,0.4,0.15476190476190477
75,,0.6,0.23214285714285715
76,,0.8,0.30952380952380953
77,,1.0,1.0
78,,0.0,0.0
79,,0.2,0.0635593220338983
80,,0.4,0.1271186440677966
81,,0.6,0.1906779661016949
82,,0.8,0.2542372881355932
83,,1.0,1.0
84,,0.0,0.0
85,,0.2,0.030201342281879196
86,,0.4,0.06040268456375839
87,,0.6,0.09060402684563758
88,,0.8,0.12080536912751678
89,,1.0,1.0
90,,0.0,0.0
91,,0.2,0.10204081632653061
92,,0.4,0.20408163265306123
93,,0.6,0.30612244897959184
94,,0.8,0.40816326530612246
95,,1.0,1.0
96,,0.0,0.0
97,,0.2,0.09691629955947137
98,,0.4,0.19383259911894274
99,,0.6,0.2907488986784141
100,,0.8,0.4581497797356828
101,,1.0,1.0
102,,0.0,0.0
103,,0.2,0.10091743119266056
104,,0.4,0.2018348623853211
105,,0.6,0.30275229357798167
106,,0.8,0.44036697247706424
107,,1.0,1.0
108,,0.0,0.0
109,,0.2,0.06040268456375839
110,,0.4,0.12080536912751678
111,,0.6,0.18120805369127516
112,,0.8,0.2483221476510067
113,,1.0,1.0
114,,0.0,0.0
115,,0.2,0.07468879668049792
116,,0.4,0.14937759336099585
117,,0.6,0.22406639004149378
118,,0.8,0.3153526970954357
119,,1.0,1.0
120,,0.0,0.0
121,,0.2,0.03162055335968379
122,,0.4,0.06324110671936758
123,,0.6,0.09486166007905138
124,,0.8,0.1383399209486166
125,,1.0,1.0
126,,0.0,0.0
127,,0.2,0.2
128,,0.4,0.4
129,,0.6,0.6
130,,0.8,0.8
131,,1.0,1.0
132,,0.0,0.0
133,,0.2,0.12371134020618557
134,,0.4,0.24742268041237114
135,,0.6,0.3711340206185567
136,,0.8,0.4948453608247423
137,,1.0,1.0
138,,0.0,0.0
139,,0.2,0.16666666666666666
140,,0.4,0.3333333333333333
141,,0.6,0.5
142,,0.8,0.6666666666666666
143,,1.0,1.0
144,,0.0,0.0
145,,0.2,0.061224489795918366
146,,0.4,0.12244897959183673
147,,0.6,0.1836734693877551
148,,0.8,0.24489795918367346
149,,1.0,1.0
150,,0.0,0.0
151,,0.2,0.030120481927710843
152,,0.4,0.060240963855421686
153,,0.6,0.09036144578313253
154,,0.8,0.12048192771084337
155,,1.0,1.0
156,,0.0,0.0
157,,0.2,0.005479452054794521
158,,0.4,0.010958904109589041
159,,0.6,0.01643835616438356
160,,0.8,0.021917808219178082
161,,1.0,1.0
162,,0.0,0.0
163,,0.2,0.022044088176352707
164,,0.4,0.04408817635270541
165,,0.6,0.06613226452905811
166,,0.8,0.08817635270541083
167,,1.0,1.0
168,,0.0,0.0
169,,0.2,0.08411214953271028
170,,0.4,0.16822429906542055
171,,0.6,0.2523364485981308
172,,0.8,0.3644859813084112
173,,1.0,1.0
174,,0.0,0.0
175,,0.2,0.09
176,,0.4,0.18
177,,0.6,0.27
178,,0.8,0.37
179,,1.0,1.0
180,,0.0,0.0
181,,0.2,0.2
182,,0.4,0.4
183,,0.6,0.6
184,,0.8,0.8
185,,1.0,1.0
186,,0.0,0.0
187,,0.2,0.08
